Tob 1:1
Σενναχηριμ N---GSM--- Σενναχηριμ
βασιλέως N3V-GSM--- βασιλεύς
Ἀσσυρίων N2--GPM--- Ἀσσύριος
καὶ C--------- καί
κατέστησεν VHI-AAI3S- ἵστημι κατα
αὐτὸν RD--ASM--- αὐτός
Σαχερδονος N---NSM--- Σαχερδονος
ἐκ P--------- ἐκ
δευτέρας A1A-GSF--- δεύτερος
ἦν V9--IAI3S- εἰμί
δὲ X--------- δέ
ἐξάδελφός N2--NSM--- ἐξάδελφός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
συγγενείας N1A-GSF--- συγγένεια
μου RP--GS---- ἐγώ

Tob 2:1
καὶ C--------- καί
ἐπὶ P--------- ἐπί
Σαχερδονος N---GSM--- Σαχερδονος
βασιλέως N3V-GSM--- βασιλεύς
κατῆλθον VBI-AAI3P- ἔρχομαι κατα
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
οἶκόν N2--ASM--- οἶκος
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἀπεδόθη VCI-API3S- δίδωμι ἀπο
μοι RP--DS---- ἐγώ
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
μου RP--GS---- ἐγώ
Αννα N1A-NSF--- Αννα
καὶ C--------- καί
Τωβιας N1T-NSM--- Τωβιας
ὁ RA--NSM--- ὁ
υἱός N2--NSM--- υἱός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
πεντηκοστῇ A1--DSF--- πεντηκοστός
τῇ RA--DSF--- ὁ
ἑορτῇ N1--DSF--- ἑορτή
ἡμῶν RP--GP---- ἐγώ
ἥ RR--NSF--- ὅς
ἐστιν V9--PAI3S- εἰμί
ἁγία A1A-APN--- ἅγιος
ἑπτὰ M--------- ἑπτά
ἑβδομάδων N3D-GPF--- ἑβδομάς
ἐγενήθη VCI-API3S- γίγνομαι
μοι RP--DS---- ἐγώ
ἄριστον N2N-ASN--- ἄριστον
καλόν A1--ASN--- καλός
καὶ C--------- καί
ἀνέπεσα VAI-AAI1S- πίπτω ἀνα
τοῦ RA--GSN--- ὁ
ἀριστῆσαι VA--AAN--- ἀριστάω

Tob 2:2
καὶ C--------- καί
παρετέθη VCI-API3S- τίθημι παρα
μοι RP--DS---- ἐγώ
ἡ RA--NSF--- ὁ
τράπεζα N1S-NSF--- τράπεζα
καὶ C--------- καί
παρετέθη VCI-API3S- τίθημι παρα
μοι RP--DS---- ἐγώ
ὀψάρια N2N-APN--- ὀψάριον
πλείονα A3--APNC-- πολύς
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
τῷ RA--DSM--- ὁ
Τωβια N---DSM--- Τωβια
τῷ RA--DSM--- ὁ
υἱῷ N2--DSM--- υἱός
μου RP--GS---- ἐγώ
παιδίον N2N-VSN--- παιδίον
βάδιζε V1--PAD2S- βαδίζω
καὶ C--------- καί
ὃν RR--ASM--- ὅς
ἂν X--------- ἄν
εὕρῃς VB--AAS2S- εὑρίσκω
πτωχὸν N2--ASM--- πτωχός
τῶν RA--GPM--- ὁ
ἀδελφῶν N2--GPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
ἐκ P--------- ἐκ
Νινευητῶν N1M-GPM--- Νινευήτης
αἰχμαλώτων A1B-GPM--- αἰχμάλωτος
ὃς RR--NSM--- ὅς
μέμνηται VM--XMI3S- μιμνήσκω
ἐν P--------- ἐν
ὅλῃ A1--DSF--- ὅλος
καρδίᾳ N1A-DSF--- καρδία
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἄγαγε VB--AAD2S- ἄγω
αὐτὸν RD--ASM--- αὐτός
καὶ C--------- καί
φάγεται VF--FMI3S- ἐσθίω
κοινῶς D--------- κοινῶς
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
ἰδὲ VB--AAD2S- ὁράω
προσμενῶ VF2-FAI1S- μένω προς
σε RP--AS---- σύ
παιδίον N2N-VSN--- παιδίον
μέχρι P--------- μέχρι
τοῦ RA--GSN--- ὁ
σε RP--AS---- σύ
ἐλθεῖν VB--AAN--- ἔρχομαι

Tob 2:3
καὶ C--------- καί
ἐπορεύθη VCI-API3S- πορεύομαι
Τωβιας N1T-NSM--- Τωβιας
ζητῆσαί VA--AAN--- ζητέω
τινα RI--ASM--- τις
πτωχὸν N2--ASM--- πτωχός
τῶν RA--GPM--- ὁ
ἀδελφῶν N2--GPM--- ἀδελφός
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
ἐπιστρέψας VA--AAPNSM στρέφω ἐπι
λέγει V1--PAI3S- λέγω
πάτερ N3--VSM--- πατήρ
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
αὐτῷ RD--DSM--- αὐτός
ἰδοὺ I--------- ἰδού
ἐγώ RP--NS---- ἐγώ
παιδίον N2N-VSN--- παιδίον
καὶ C--------- καί
ἀποκριθεὶς VC--APPNSM κρίνω ἀπο
εἶπεν VBI-AAI3S- εἶπον
πάτερ N3--VSM--- πατήρ
ἰδοὺ I--------- ἰδού
εἷς A3--NSM--- εἷς
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
ἔθνους N3E-GSN--- ἔθνος
ἡμῶν RP--GP---- ἐγώ
πεφόνευται VX--XMI3S- φονεύω
καὶ C--------- καί
ἔρριπται VX--XMI3S- ῥίπτω
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἀγορᾷ N1A-DSF--- ἀγορά
καὶ C--------- καί
αὐτόθι D--------- αὐτόθι
νῦν D--------- νῦν
ἐστραγγάληται VXI-XMI3S- στραγγαλάομαι

Tob 2:4
καὶ C--------- καί
ἀναπηδήσας VA--AAPNSM πηδάω ἀνα
ἀφῆκα VAI-AAI1S- ἵημι ἀπο
τὸ RA--ASN--- ὁ
ἄριστον N2N-ASN--- ἄριστον
πρὶν D--------- πρίν
ἢ C--------- ἤ
γεύσασθαί VA--AMN--- γεύω
με RP--AS---- ἐγώ
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἀναιροῦμαι V2--PMI1S- αἱρέω ἀνα
αὐτὸν RD--ASM--- αὐτός
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
πλατείας A1A-GSF--- πλατύς
καὶ C--------- καί
εἰς P--------- εἰς
ἓν A3--ASN--- εἷς
τῶν RA--GPN--- ὁ
οἰκιδίων N2N-GPN--- οἰκίδιον
ἔθηκα VAI-AAI1S- τίθημι
μέχρι P--------- μέχρι
τοῦ RA--GSM--- ὁ
τὸν RA--ASM--- ὁ
ἥλιον N2--ASM--- ἥλιος
δύειν V1--PAN--- δύω
καὶ C--------- καί
θάψω VA--AAS1S- θάπτω
αὐτόν RD--ASM--- αὐτός

Tob 2:5
ἐπιστρέψας VA--AAPNSM στρέφω ἐπι
οὖν X--------- οὖν
ἐλουσάμην VAI-AMI1S- λούω
καὶ C--------- καί
ἤσθιον V1I-IAI1S- ἐσθίω
τὸν RA--ASM--- ὁ
ἄρτον N2--ASM--- ἄρτος
μετὰ P--------- μετά
πένθους N3E-GSN--- πένθος

Tob 2:6
καὶ C--------- καί
ἐμνήσθην VSI-API1S- μιμνήσκω
τοῦ RA--GSN--- ὁ
ῥήματος N3M-GSN--- ῥῆμα
τοῦ RA--GSM--- ὁ
προφήτου N1M-GSM--- προφήτης
ὅσα A1--APN--- ὅσος
ἐλάλησεν VAI-AAI3S- λαλέω
Αμως N---NSM--- Αμως
ἐπὶ P--------- ἐπί
Βαιθηλ N---AS---- Βαιθηλ
λέγων V1--PAPNSM λέγω
στραφήσονται VD--FPI3P- στρέφω
ὑμῶν RP--GP---- σύ
αἱ RA--NPF--- ὁ
ἑορταὶ N1--NPF--- ἑορτή
εἰς P--------- εἰς
πένθος N3E-ASN--- πένθος
καὶ C--------- καί
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
ᾠδαὶ N1--NPF--- ᾠδή
ὑμῶν RP--GP---- σύ
εἰς P--------- εἰς
θρῆνος N2--NSM--- θρῆνος
καὶ C--------- καί
ἔκλαυσα VAI-AAI1S- κλαίω

Tob 2:7
καὶ C--------- καί
ὅτε D--------- ὅτε
ἔδυ VAI-AAI3S- δύω
ὁ RA--NSM--- ὁ
ἥλιος N2--NSM--- ἥλιος
ᾠχόμην V1I-IMI1S- οἴχομαι
καὶ C--------- καί
ὀρύξας VA--AAPNSM ὀρύσσω
ἔθαψα VAI-AAI1S- θάπτω
αὐτόν RD--ASM--- αὐτός

Tob 2:8
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πλησίον D--------- πλησίον
μου RP--GS---- ἐγώ
κατεγέλων V3I-IAI3P- γελάω κατα
λέγοντες V1--PAPNPM λέγω
οὐ D--------- οὐ
φοβεῖται V2--PMI3S- φοβέω
οὐκέτι D--------- οὐκέτι
ἤδη D--------- ἤδη
γὰρ X--------- γάρ
ἐπεζητήθη VCI-API3S- ζητέω ἐπι
τοῦ RA--GSN--- ὁ
φονευθῆναι VC--APN--- φονεύω
περὶ P--------- περί
τοῦ RA--GSN--- ὁ
πράγματος N3M-GSN--- πρᾶγμα
τούτου RD--GSM--- οὗτος
καὶ C--------- καί
ἀπέδρα VBI-AAI3S- διδράσκω ἀπο
καὶ C--------- καί
πάλιν D--------- πάλιν
ἰδοὺ I--------- ἰδού
θάπτει V1--PAI3S- θάπτω
τοὺς RA--APM--- ὁ
νεκρούς N2--APM--- νεκρός

Tob 2:9
καὶ C--------- καί
αὐτῇ RD--DSF--- αὐτός
τῇ RA--DSF--- ὁ
νυκτὶ N3--DSF--- νύξ
ἐλουσάμην VAI-AMI1S- λούω
καὶ C--------- καί
εἰσῆλθον VBI-AAI1S- ἔρχομαι εἰς
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
αὐλήν N1--ASF--- αὐλή
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐκοιμήθην VCI-API1S- κοιμάω
παρὰ P--------- παρά
τὸν RA--ASM--- ὁ
τοῖχον N2--ASM--- τοῖχος
τῆς RA--GSF--- ὁ
αὐλῆς N1--GSF--- αὐλή
καὶ C--------- καί
τὸ RA--ASN--- ὁ
πρόσωπόν N2N-ASN--- πρόσωπον
μου RP--GS---- ἐγώ
ἀνακεκαλυμμένον VM--XMPASM καλύπτω ἀνα
διὰ P--------- διά
τὸ RA--ASN--- ὁ
καῦμα N3M-ASN--- καῦμα

Tob 2:10
καὶ C--------- καί
οὐκ D--------- οὐ
ᾔδειν VXI-YAI3S- οἶδα
ὅτι C--------- ὅτι
στρουθία N2N-NPN--- στρουθίον
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
τοίχῳ N2--DSM--- τοῖχος
ἐπάνω D--------- ἐπάνω
μού RP--GS---- ἐγώ
εἰσιν V9--PAI3P- εἰμί
καὶ C--------- καί
ἐκάθισεν VAI-AAI3S- ἵζω κατα
τὸ RA--ASN--- ὁ
ἀφόδευμα N3M-ASN--- ἀφόδευμα
αὐτῶν RD--GPM--- αὐτός
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
ὀφθαλμούς N2--APM--- ὀφθαλμός
μου RP--GS---- ἐγώ
θερμὸν A1--ASM--- θερμός
καὶ C--------- καί
ἐπήγαγεν VBI-AAI3S- ἄγω ἐπι
λευκώματα N3M-APN--- λεύκωμα
καὶ C--------- καί
ἐπορευόμην V1I-IMI1S- πορεύομαι
πρὸς P--------- πρός
τοὺς RA--APM--- ὁ
ἰατροὺς N2--APM--- ἰατρός
θεραπευθῆναι VC--APN--- θεραπεύω
καὶ C--------- καί
ὅσῳ A1--DSM--- ὅσος
ἐνεχρίοσάν VAI-AAI3P- χρίω ἐν
με RP--AS---- ἐγώ
τὰ RA--APN--- ὁ
φάρμακα N2N-APN--- φάρμακον
τοσούτῳ A1--DSM--- τοσοῦτο
μᾶλλον D--------- μᾶλλον
ἐξετυφλοῦντο V4I-IMI3P- τυφλόω ἐκ
οἱ RA--NPM--- ὁ
ὀφθαλμοί N2--NPM--- ὀφθαλμός
μου RP--GS---- ἐγώ
τοῖς RA--DPM--- ὁ
λευκώμασιν N3I-ASF--- λευκώμασις
μέχρι P--------- μέχρι
τοῦ RA--GSN--- ὁ
ἀποτυφλωθῆναι VC--APN--- τυφλόω ἀπο
καὶ C--------- καί
ἤμην V9--IMI1S- εἰμί
ἀδύνατος A1B-NSM--- ἀδύνατος
τοῖς RA--DPM--- ὁ
ὀφθαλμοῖς N2--DPM--- ὀφθαλμός
ἔτη N3E-APN--- ἔτος
τέσσαρα A3--APN--- τέσσαρες
καὶ C--------- καί
πάντες A3--NPM--- πᾶς
οἱ RA--NPM--- ὁ
ἀδελφοί N2--NPM--- ἀδελφός
μου RP--GS---- ἐγώ
ἐλυποῦντο V2I-IMI3P- λυπέω
περὶ P--------- περί
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
Αχιαχαρος N2--NSM--- Αχιαχαρος
ἔτρεφέν V1I-IAI3S- τρέφω
με RP--AS---- ἐγώ
ἔτη N3E-APN--- ἔτος
δύο M--------- δύο
πρὸ P--------- πρό
τοῦ RA--GSM--- ὁ
αὐτὸν RD--ASM--- αὐτός
βαδίσαι VA--AAN--- βαδίζω
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
Ἐλυμαΐδα N3D-ASF--- Ἐλυμαΐδα

Tob 2:11
καὶ C--------- καί
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
χρόνῳ N2--DSM--- χρόνος
ἐκείνῳ RD--DSM--- ἐκεῖνος
Αννα N1A-NSF--- Αννα
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
μου RP--GS---- ἐγώ
ἠριθεύετο V1I-IMI3S- ἐριθεύομαι
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
ἔργοις N2N-DPN--- ἔργον
τοῖς RA--DPM--- ὁ
γυναικείοις A1A-DPM--- γυναικεῖος

Tob 2:12
καὶ C--------- καί
ἀπέστελλε V1I-IAI3S- στέλλω ἀπο
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἀπεδίδουν V8I-IAI1S- δίδωμι ἀπο
αὐτῇ RD--DSF--- αὐτός
τὸν RA--ASM--- ὁ
μισθόν N2--ASM--- μισθός
καὶ C--------- καί
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἑβδόμῃ A1--DSF--- ἕβδομος
τοῦ RA--GSN--- ὁ
Δύστρου N2--GSN--- Δύστρος
ἐξέτεμε VBI-AAI3S- τέμνω ἐκ
τὸν RA--ASM--- ὁ
ἱστὸν N2--ASM--- ἱστός
καὶ C--------- καί
ἀπέστειλεν VAI-AAI3S- στέλλω ἀπο
αὐτὸν RD--ASM--- αὐτός
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
καὶ C--------- καί
ἔδωκαν VAI-AAI3P- δίδωμι
αὐτῇ RD--DSF--- αὐτός
τὸν RA--ASM--- ὁ
μισθὸν N2--ASM--- μισθός
πάντα A3--ASM--- πᾶς
καὶ C--------- καί
ἔδωκαν VAI-AAI3P- δίδωμι
αὐτῇ RD--DSF--- αὐτός
ἐφ' P--------- ἐπί
ἑστίᾳ N1A-DSF--- ἑστία
ἔριφον N2--ASM--- ἔριφος
ἐξ P--------- ἐκ
αἰγῶν N3G-GPM--- αἴξ

Tob 2:13
καὶ C--------- καί
ὅτε D--------- ὅτε
εἰσῆλθεν VBI-AAI3S- ἔρχομαι εἰς
πρός P--------- πρός
με RP--AS---- ἐγώ
ὁ RA--NSM--- ὁ
ἔριφος N2--NSM--- ἔριφος
ἤρξατο VAI-AMI3S- ἄρχω
κράζειν V1--PAN--- κράζω
καὶ C--------- καί
ἐκάλεσα VAI-AAI1S- καλέω
αὐτὴν RD--ASF--- αὐτός
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
πόθεν D--------- πόθεν
τὸ RA--NSN--- ὁ
ἐρίφιον N2N-NSN--- ἐρίφιον
τοῦτο RD--NSN--- οὗτος
μήποτε X--------- μήποτε
κλεψιμαῖόν A1A-NSN--- κλεψιμαῖος
ἐστιν V9--PAI3S- εἰμί
ἀπόδος VO--AAD2S- δίδωμι ἀπο
αὐτὸ RD--ASN--- αὐτός
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
αὐτοῦ RD--GSM--- αὐτός
οὐ D--------- οὐ
γὰρ X--------- γάρ
ἐξουσίαν N1A-ASF--- ἐξουσία
ἔχομεν V1--PAI1P- ἔχω
ἡμεῖς RP--NP---- ἐγώ
φαγεῖν VB--AAN--- ἐσθίω
οὐδὲν A3--ASN--- οὐδείς
κλεψιμαῖον N2--ASN--- κλεψιμαῖος

Tob 2:14
καὶ C--------- καί
λέγει V1--PAI3S- λέγω
μοι RP--DS---- ἐγώ
αὐτή RD--NSF--- αὐτός
δόσει N3I-DSF--- δόσις
δέδοταί VM--XMI3S- δίδωμι
μοι RP--DS---- ἐγώ
ἐπὶ P--------- ἐπί
τῷ RA--DSM--- ὁ
μισθῷ N2--DSM--- μισθός
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπίστευον V1I-IAI1S- πιστεύω
αὐτῇ RD--DSF--- αὐτός
καὶ C--------- καί
ἔλεγον V1I-IAI1S- λέγω
ἀποδοῦναι VO--AAN--- δίδωμι ἀπο
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
καὶ C--------- καί
προσηρυθρίων V3I-IAI1S- ἐρυθριάω προς
χάριν N3--ASF--- χάρις
τούτου RD--GSM--- οὗτος
πρὸς P--------- πρός
αὐτήν RD--ASF--- αὐτός
εἶτα D--------- εἶτα
ἀποκριθεῖσα VC--APPNSF κρίνω ἀπο
λέγει V1--PAI3S- λέγω
μοι RP--DS---- ἐγώ
καὶ D--------- καί
ποῦ D--------- ποῦ
εἰσιν V9--PAI3P- εἰμί
αἱ RA--NPF--- ὁ
ἐλεημοσύναι N1--NPF--- ἐλεημοσύνη
σου RP--GS---- σύ
ποῦ D--------- ποῦ
εἰσιν V9--PAI3P- εἰμί
αἱ RA--NPF--- ὁ
δικαιοσύναι N1--NPF--- δικαιοσύνη
σου RP--GS---- σύ
ἰδὲ VB--AAD2S- ὁράω
ταῦτα RD--APN--- οὗτος
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
γνωστά A1--APN--- γνωστός
ἐστιν V9--PAI3S- εἰμί

Tob 3:1
καὶ C--------- καί
περίλυπος A1B-NSM--- περίλυπος
γενόμενος VB--AMPNSM γίγνομαι
τῇ RA--DSF--- ὁ
ψυχῇ N1--DSF--- ψυχή
καὶ C--------- καί
στενάξας VA--AAPNSM στενάζω
ἔκλαυσα VAI-AAI1S- κλαίω
καὶ C--------- καί
ἠρξάμην VAI-AMI1S- ἄρχω
προσεύχεσθαι V1--PMN--- εὔχομαι προς
μετὰ P--------- μετά
στεναγμῶν N2--GPM--- στεναγμός

Tob 3:2
δίκαιος A1A-NSM--- δίκαιος
εἶ V9--PAI2S- εἰμί
κύριε N2--VSM--- κύριος
καὶ C--------- καί
πάντα A3--NPN--- πᾶς
τὰ RA--NPN--- ὁ
ἔργα N2N-NPN--- ἔργον
σου RP--GS---- σύ
δίκαια A1A-NPN--- δίκαιος
καὶ C--------- καί
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
ὁδοί N2--NPF--- ὁδός
σου RP--GS---- σύ
ἐλεημοσύνη N1--NSF--- ἐλεημοσύνη
καὶ C--------- καί
ἀλήθεια N1A-NSF--- ἀλήθεια
σὺ RP--NS---- σύ
κρίνεις V1--PAI2S- κρίνω
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 3:3
καὶ C--------- καί
νῦν D--------- νῦν
σύ RP--NS---- σύ
κύριε N2--VSM--- κύριος
μνήσθητί VS--APD2S- μιμνήσκω
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐπίβλεψον VA--AAD2S- βλέπω ἐπι
καὶ C--------- καί
μή D--------- μή
με RP--AS---- ἐγώ
ἐκδικήσῃς VA--AAS2S- ἐκδικέω
ταῖς RA--DPF--- ὁ
ἁμαρτίαις N1A-DPF--- ἁμαρτία
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
ἀγνοήμασίν N3M-DPN--- ἀγνόημα
μου RP--GS---- ἐγώ
καὶ C--------- καί
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
μου RP--GS---- ἐγώ
οἷς RR--DPM--- ὅς
ἥμαρτον VBI-AAI3P- ἁμαρτάνω
ἐναντίον P--------- ἐναντίον
σου RP--GS---- σύ

Tob 3:4
καὶ C--------- καί
παρήκουσα VAI-AAI1S- ἀκούω παρα
τῶν RA--GPM--- ὁ
ἐντολῶν N1--GPF--- ἐντολή
σου RP--GS---- σύ
καὶ C--------- καί
ἔδωκας VAI-AAI2S- δίδωμι
ἡμᾶς RP--AP---- ἐγώ
εἰς P--------- εἰς
ἁρπαγὴν N1--ASF--- ἁρπαγή
καὶ C--------- καί
αἰχμαλωσίαν N1A-ASF--- αἰχμαλωσία
καὶ C--------- καί
θάνατον N2--ASM--- θάνατος
καὶ C--------- καί
εἰς P--------- εἰς
παραβολὴν N1--ASF--- παραβολή
καὶ C--------- καί
λάλημα N3M-ASN--- λάλημα
καὶ C--------- καί
ὀνειδισμὸν N2--ASM--- ὀνειδισμός
ἐν P--------- ἐν
πᾶσιν A3--DPN--- πᾶς
τοῖς RA--DPN--- ὁ
ἔθνεσιν N3E-DPN--- ἔθνος
ἐν P--------- ἐν
οἷς RR--DPM--- ὅς
ἡμᾶς RP--AP---- ἐγώ
διεσκόρπισας VAI-AAI2S- σκορπίζω δια

Tob 3:5
καὶ C--------- καί
νῦν D--------- νῦν
πολλαί A1--NPF--- πολύς
σου RP--GS---- σύ
αἱ RA--NPF--- ὁ
κρίσεις N3I-NPF--- κρίσις
ὑπάρχουσιν V1--PAI3P- ἄρχω ὑπο
ἀληθιναὶ A1--NPF--- ἀληθινός
ποιῆσαι VA--AAN--- ποιέω
ἐξ P--------- ἐκ
ἐμοῦ RP--GS---- ἐγώ
περὶ P--------- περί
τῶν RA--GPF--- ὁ
ἁμαρτιῶν N1A-GPF--- ἁμαρτία
μου RP--GS---- ἐγώ
ὅτι C--------- ὅτι
οὐκ D--------- οὐ
ἐποιήσαμεν VAI-AAI1P- ποιέω
τὰς RA--APF--- ὁ
ἐντολάς N1--APF--- ἐντολή
σου RP--GS---- σύ
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπορεύθημεν VCI-API1P- πορεύομαι
ἀληθινῶς D--------- ἀληθινῶς
ἐνώπιόν P--------- ἐνώπιον
σου RP--GS---- σύ

Tob 3:6
καὶ C--------- καί
νῦν D--------- νῦν
κατὰ P--------- κατά
τὸ RA--ASN--- ὁ
ἀρεστόν A1--ASM--- ἀρεστός
σου RP--GS---- σύ
ποίησον VA--AAD2S- ποιέω
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
καὶ C--------- καί
ἐπίταξον VF--FAPASN τάσσω ἐπι
ἀναλαβεῖν VB--AAN--- λαμβάνω ἀνα
τὸ RA--ASN--- ὁ
πνεῦμά N3M-ASN--- πνεῦμα
μου RP--GS---- ἐγώ
ἐξ P--------- ἐκ
ἐμοῦ RP--GS---- ἐγώ
ὅπως C--------- ὅπως
ἀπολυθῶ VC--APS1S- λύω ἀπο
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
καὶ C--------- καί
γένωμαι VB--AMS1S- γίγνομαι
γῆ N1--NSF--- γῆ
διὸ C--------- διό
λυσιτελεῖ V2--PAI3S- λυσιτελέω
μοι RP--DS---- ἐγώ
ἀποθανεῖν VB--AAN--- θνήσκω ἀπο
μᾶλλον D--------- μᾶλλον
