Tob 1:1
πρόσωπόν N2N-NSN--- πρόσωπον
μου RP--GS---- ἐγώ
ἀκάλυπτον A1B-NSN--- ἀκάλυπτος
ἦν V9--IAI3S- εἰμί

Tob 2:10
καὶ C--------- καί
οὐκ D--------- οὐ
ᾔδειν VXI-YAI3S- οἶδα
ὅτι C--------- ὅτι
στρουθία N2N-NPN--- στρουθίον
ἐν P--------- ἐν
τῷ RA--DSM--- ὁ
τοίχῳ N2--DSM--- τοῖχος
ἐστίν V9--PAI3S- εἰμί
καὶ C--------- καί
τῶν RA--GPM--- ὁ
ὀφθαλμῶν N2--GPM--- ὀφθαλμός
μου RP--GS---- ἐγώ
ἀνεῳγότων VK--XAPGPM οἴγω ἀνα
ἀφώδευσαν VAI-AAI3P- ὁδεύω ἀπο
τὰ RA--NPN--- ὁ
στρουθία N2N-NPN--- στρουθίον
θερμὸν A1--ASN--- θερμός
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
ὀφθαλμούς N2--APM--- ὀφθαλμός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐγενήθη VCI-API3S- γίγνομαι
λευκώματα N3M-NPN--- λεύκωμα
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
ὀφθαλμούς N2--APM--- ὀφθαλμός
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐπορεύθην VCI-API1S- πορεύομαι
πρὸς P--------- πρός
ἰατρούς N2--APM--- ἰατρός
καὶ C--------- καί
οὐκ D--------- οὐ
ὠφέλησάν VA--AAI3P- ὠφελέω
με RP--AS---- ἐγώ
Αχιαχαρος N2--NSM--- Ἀχιάχαρος
δὲ X--------- δέ
ἔτρεφέν V1I-IAI3S- τρέφω
με RP--AS---- ἐγώ
ἕως C--------- ἕως
οὗ D--------- οὗ
ἐπορεύθη VCI-API3S- πορεύομαι
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
Ἐλυμαΐδα N3D-ASF--- Ἐλυμαίς

Tob 2:11
καὶ C--------- καί
ἡ RA--NSF--- ὁ
γυνή N3K-NSF--- γυνή
μου RP--GS---- ἐγώ
Αννα N---NSF--- Ἅννα
ἠριθεύετο V1I-IMI3S- ἐριθεύομαι
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
γυναικείοις A1A-DPN--- γυναικεῖος

Tob 2:12
καὶ C--------- καί
ἀπέστελλε V1I-IAI3S- στέλλω ἀπο
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
καὶ C--------- καί
ἀπέδωκαν VAI-AAI3P- δίδωμι ἀπο
αὐτῇ RD--DSF--- αὐτός
καὶ C--------- καί
αὐτοὶ RD--NPM--- αὐτός
τὸν RA--ASM--- ὁ
μισθὸν N2--ASM--- μισθός
προσδόντες VO--AAPNPM δίδωμι προς
καὶ C--------- καί
ἔριφον N2--ASM--- ἔριφος

Tob 2:13
ὅτε D--------- ὅτε
δὲ X--------- δέ
ἦλθεν VBI-AAI3S- ἔρχομαι
πρός P--------- πρός
με RP--AS---- ἐγώ
ἤρξατο VAI-AMI3S- ἄρχω
κράζειν V1--PAN--- κράζω
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
αὐτῇ RD--DSF--- αὐτός
πόθεν D--------- πόθεν
τὸ RA--NSN--- ὁ
ἐρίφιον N2N-NSN--- ἐρίφιον
μὴ D--------- μή
κλεψιμαῖόν A1A-NSN--- κλεψιμαῖος
ἐστιν V9--PAI3S- εἰμί
ἀπόδος VO--AAD2S- δίδωμι ἀπο
αὐτὸ RD--ASN--- αὐτός
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
οὐ D--------- οὐ
γὰρ X--------- γάρ
θεμιτόν A1--NSN--- θεμιτός
ἐστιν V9--PAI3S- εἰμί
φαγεῖν VB--AAN--- ἐσθίω
κλεψιμαῖον A1A-ASN--- κλεψιμαῖος

Tob 2:14
ἡ RA--NSF--- ὁ
δὲ X--------- δέ
εἶπεν VBI-AAI3S- εἶπον
δῶρον N2N-NSN--- δῶρον
δέδοταί VM--XMI3S- δίδωμι
μοι RP--DS---- ἐγώ
ἐπὶ P--------- ἐπί
τῷ RA--DSM--- ὁ
μισθῷ N2--DSM--- μισθός
καὶ C--------- καί
οὐκ D--------- οὐ
ἐπίστευον V1I-IAI3P- πιστεύω
αὐτῇ RD--DSF--- αὐτός
καὶ C--------- καί
ἔλεγον V1I-IAI3P- λέγω
ἀποδιδόναι V8--PAN--- δίδωμι ἀπο
αὐτὸ RD--ASN--- αὐτός
τοῖς RA--DPM--- ὁ
κυρίοις N2--DPM--- κύριος
καὶ C--------- καί
ἠρυθρίων V3I-IAI1S- ἐρυθριάω
πρὸς P--------- πρός
αὐτήν RD--ASF--- αὐτός
ἡ RA--NSF--- ὁ
δὲ X--------- δέ
ἀποκριθεῖσα VC--APPNSF κρίνω ἀπο
εἶπέν VBI-AAI3S- εἶπον
μοι RP--DS---- ἐγώ
ποῦ D--------- ποῦ
εἰσιν V9--PAI3P- εἰμί
αἱ RA--NPF--- ὁ
ἐλεημοσύναι N1--NPF--- ἐλεημοσύνη
σου RP--GS---- σύ
καὶ C--------- καί
αἱ RA--NPF--- ὁ
δικαιοσύναι N1--NPF--- δικαιοσύνη
σου RP--GS---- σύ
ἰδοὺ VB--AMD2S- ὁράω
γνωστὰ A1--NPN--- γνωστός
πάντα A3--NPN--- πᾶς
μετὰ P--------- μετά
σοῦ RP--GS---- σύ

Tob 3:1
καὶ C--------- καί
λυπηθεὶς VC--APPNSM λυπέω
ἔκλαυσα VAI-AAI1S- κλαίω
καὶ C--------- καί
προσευξάμην VA--AMI1S- εὔχομαι προς
μετ' P--------- μετά
ὀδύνης N1--GSF--- ὀδύνη
λέγων V1--PAPNSM λέγω

Tob 3:2
δίκαιος A1A-NSM--- δίκαιος
εἶ V9--PAI2S- εἰμί
κύριε N2--VSM--- κύριος
καὶ C--------- καί
πάντα A1S-NPN--- πᾶς
τὰ RA--NPN--- ὁ
ἔργα N2N-NPN--- ἔργον
σου RP--GS---- σύ
καὶ C--------- καί
πᾶσαι A1S-NPF--- πᾶς
αἱ RA--NPF--- ὁ
ὁδοί N2--NPF--- ὁδός
σου RP--GS---- σύ
ἐλεημοσύναι N1--NPF--- ἐλεημοσύνη
καὶ C--------- καί
ἀλήθεια N1A-NSF--- ἀλήθεια
καὶ C--------- καί
κρίσιν N3I-ASF--- κρίσις
ἀληθινὴν A1--ASF--- ἀληθινός
καὶ C--------- καί
δικαίαν A1A-ASF--- δίκαιος
σὺ RP--NS---- σύ
κρίνεις V1--PAI2S- κρίνω
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 3:3
μνήσθητί VS--APD2S- μιμνήσκω
μου RP--GS---- ἐγώ
καὶ C--------- καί
ἐπίβλεψον VA--AAD2S- βλέπω ἐπι
ἐπ' P--------- ἐπί
ἐμέ RP--AS---- ἐγώ
μή D--------- μή
με RP--AS---- ἐγώ
ἐκδικήσῃς VA--AAS2S- δικέω ἐκ
ταῖς RA--DPF--- ὁ
ἁμαρτίαις N1A-DPF--- ἁμαρτία
μου RP--GS---- ἐγώ
καὶ C--------- καί
τοῖς RA--DPN--- ὁ
ἀγνοήμασίν N3M-DPN--- ἀγνόημα
μου RP--GS---- ἐγώ
καὶ C--------- καί
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
μου RP--GS---- ἐγώ
ἃ RR--APN--- ὅς
ἥμαρτον VBI-AAI3P- ἁμαρτάνω
ἐνώπιόν D--------- ἐνώπιον
σου RP--GS---- σύ

Tob 3:4
παρήκουσαν VAI-AAI3P- ἀκούω παρα
γὰρ X--------- γάρ
τῶν RA--GPF--- ὁ
ἐντολῶν N1A-GPF--- ἐντολή
σου RP--GS---- σύ
ἔδωκας VAI-AAI2S- δίδωμι
ἡμᾶς RP--AP---- ἐγώ
εἰς P--------- εἰς
διαρπαγὴν N1--ASF--- διαρπαγή
καὶ C--------- καί
αἰχμαλωσίαν N1A-ASF--- αἰχμαλωσία
καὶ C--------- καί
θάνατον N2--ASM--- θάνατος
καὶ C--------- καί
παραβολὴν N1--ASF--- παραβολή
ὀνειδισμοῦ N2--GSM--- ὀνειδισμός
πᾶσιν A3--DPN--- πᾶς
τοῖς RA--DPN--- ὁ
ἔθνεσιν N3E-DPN--- ἔθνος
ἐν P--------- ἐν
οἷς RR--DPN--- ὅς
ἐσκορπίσμεθα VAI-AAI1P- σκορπίζω

Tob 3:5
καὶ C--------- καί
νῦν D--------- νῦν
πολλαὶ A1--NPF--- πολύς
αἱ RA--NPF--- ὁ
κρίσεις N3I-NPF--- κρίσις
σού RP--GS---- σύ
εἰσιν V9--PAI3P- εἰμί
ἀληθιναὶ A1--NPF--- ἀληθινός
ἐξ P--------- ἐκ
ἐμοῦ RP--GS---- ἐγώ
ποιῆσαι VA--AAN--- ποιέω
περὶ P--------- περί
τῶν RA--GPF--- ὁ
ἁμαρτιῶν N1A-GPF--- ἁμαρτία
μου RP--GS---- ἐγώ
καὶ C--------- καί
τῶν RA--GPM--- ὁ
πατέρων N3--GPM--- πατήρ
μου RP--GS---- ἐγώ
ὅτι C--------- ὅτι
οὐκ D--------- οὐ
ἐποιήσαμεν VAI-AAI1P- ποιέω
τὰς RA--APF--- ὁ
ἐντολάς N1--APF--- ἐντολή
σου RP--GS---- σύ
οὐ D--------- οὐ
γὰρ X--------- γάρ
ἐπορεύθημεν VCI-API1P- πορεύομαι
ἐν P--------- ἐν
ἀληθείᾳ N1A-DSF--- ἀλήθεια
ἐνώπιόν D--------- ἐνώπιον
σου RP--GS---- σύ

Tob 3:6
καὶ C--------- καί
νῦν D--------- νῦν
κατὰ P--------- κατά
τὸ RA--ASN--- ὁ
ἀρεστὸν A1--ASN--- ἀρεστός
ἐνώπιόν D--------- ἐνώπιον
σου RP--GS---- σύ
ποίησον VA--AAD2S- ποιέω
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ
ἐπίταξον VA--AAD2S- τάσσω ἐπι
ἀναλαβεῖν VB--AAN--- λαμβάνω ἀνα
τὸ RA--ASN--- ὁ
πνεῦμά N3M-ASN--- πνεῦμα
μου RP--GS---- ἐγώ
ὅπως C--------- ὅπως
ἀπολυθῶ VC--APS1S- λύω ἀπο
καὶ C--------- καί
γένωμαι VB--AMS1S- γίγνομαι
γῆ N1--NSF--- γῆ
διότι C--------- διότι
λυσιτελεῖ V2--PAI3S- λυσιτελέω
μοι RP--DS---- ἐγώ
ἀποθανεῖν VB--AAN--- θνήσκω ἀπο
ἢ C--------- ἤ
ζῆν V3--PAN--- ζάω
ὅτι C--------- ὅτι
ὀνειδισμοὺς N2--APM--- ὀνειδισμός
ψευδεῖς A3H-APM--- ψευδής
ἤκουσα VAI-AAI1S- ἀκούω
καὶ C--------- καί
λύπη N1--NSF--- λύπη
ἐστὶν V9--PAI3S- εἰμί
πολλὴ A1--NSF--- πολύς
ἐν P--------- ἐν
ἐμοί RP--DS---- ἐγώ
ἐπίταξον VA--AAD2S- τάσσω ἐπι
ἀπολυθῆναί VC--APN--- λύω ἀπο
με RP--AS---- ἐγώ
τῆς RA--GSF--- ὁ
ἀνάγκης N1--GSF--- ἀνάγκη
ἤδη D--------- ἤδη
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰώνιον A1B-ASM--- αἰώνιος
τόπον N2--ASM--- τόπος
μὴ D--------- μή
ἀποστρέψῃς VA--AAS2S- στρέφω ἀπο
τὸ RA--ASN--- ὁ
πρόσωπόν N2N-ASN--- πρόσωπον
σου RP--GS---- σύ
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ

Tob 3:7
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
αὐτῇ RD--DSF--- αὐτός
ἡμέρᾳ N1A-DSF--- ἡμέρα
συνέβη VZI-AAI3S- βαίνω συν
τῇ RA--DSF--- ὁ
θυγατρὶ N3--DSF--- θυγάτηρ
Ραγουηλ N---GSM--- Ραγουηλ
Σαρρα N---DSF--- Σαρρα
ἐν P--------- ἐν
Ἐκβατάνοις N---DS---- Ἐκβάτανα
τῆς RA--GSF--- ὁ
Μηδίας N---GSF--- Μηδία
καὶ C--------- καί
ταύτην RD--ASF--- οὗτος
ὀνειδισθῆναι VC--APN--- ὀνειδίζω
ὑπὸ P--------- ὑπό
παιδισκῶν N2--GPM--- παιδίσκος
πατρὸς N3--GSM--- πατήρ
αὐτῆς RD--GSF--- αὐτός

Tob 3:8
ὅτι C--------- ὅτι
ἦν V9--IAI3S- εἰμί
δεδομένη VM--XMPNSF δίδωμι
ἀνδράσιν N3--DPM--- ἀνήρ
ἑπτά M---DPM--- ἑπτά
καὶ C--------- καί
Ασμοδαυς N---NSN--- Ἀσμοδαῖος
τὸ RA--NSN--- ὁ
πονηρὸν A1A-NSN--- πονηρός
δαιμόνιον N2N-NSN--- δαιμόνιον
ἀπέκτεινεν VAI-AAI3S- κτείνω ἀπο
αὐτοὺς RD--APM--- αὐτός
πρὶν D--------- πρίν
ἢ C--------- ἤ
γενέσθαι VB--AMN--- γίγνομαι
αὐτοὺς RD--APM--- αὐτός
μετ' P--------- μετά
αὐτῆς RD--GSF--- αὐτός
ὡς D--------- ὡς
ἐν P--------- ἐν
γυναιξίν N3K-DPF--- γυνή
καὶ C--------- καί
εἶπαν VAI-AAI3P- εἶπον
αὐτῇ RD--DSF--- αὐτός
οὐ D--------- οὐ
συνίεις VH--IAI2S- ἵημι συν
ἀποπνίγουσά V1--PAPNSF πνίγω ἀπο
σου RP--GS---- σύ
τοὺς RA--APM--- ὁ
ἄνδρας N3--APM--- ἀνήρ
ἤδη D--------- ἤδη
ἑπτὰ M--------- ἑπτά
ἔσχες VBI-AAI2S- ἔχω
καὶ C--------- καί
ἑνὸς A3--GSM--- εἷς
αὐτῶν RD--GPM--- αὐτός
οὐκ D--------- οὐ
ὠνάσθης VCI-API2S- ὀνίνημι

Tob 3:9
τί RI--ASN--- τίς
ἡμᾶς RP--AP---- ἐγώ
μαστιγοῖς V4--PAI2S- μαστιγόω
εἰ C--------- εἰ
ἀπέθαναν VBI-AAI3P- θνήσκω ἀπο
βάδιζε V1--PAD2S- βαδίζω
μετ' P--------- μετά
αὐτῶν RD--GPM--- αὐτός
μὴ D--------- μή
ἴδοιμέν VB--AAO1P- ὁράω
σου RP--GS---- σύ
υἱὸν N2--ASM--- υἱός
ἢ C--------- ἤ
θυγατέρα N3--ASF--- θυγάτηρ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 3:10
ταῦτα RD--APN--- οὗτος
ἀκούσασα VA--AAPNSF ἀκούω
ἐλυπήθη VCI-API3S- λυπέω
σφόδρα D--------- σφόδρα
ὥστε C--------- ὥστε
ἀπάγξασθαι VA--AMN--- ἄγχομαι ἀπο
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
μία A3--NSF--- εἷς
μέν X--------- μέν
εἰμι V9--PAI1S- εἰμί
τῷ RA--DSM--- ὁ
πατρί N3--DSM--- πατήρ
μου RP--GS---- ἐγώ
ἐὰν C--------- ἐάν
ποιήσω VA--AAS1S- ποιέω
τοῦτο RD--ASN--- οὗτος
ὄνειδος N3E-NSN--- ὄνειδος
αὐτῷ RD--DSM--- αὐτός
ἐστιν V9--PAI3S- εἰμί
καὶ C--------- καί
τὸ RA--ASN--- ὁ
γῆρας N3--ASN--- γῆρας
αὐτοῦ RD--GSM--- αὐτός
κατάξω VF--FAI1S- ἄγω κατα
μετ' P--------- μετά
ὀδύνης N1--GSF--- ὀδύνη
εἰς P--------- εἰς
ᾅδου N1M-GSM--- ᾅδης

Tob 3:11
καὶ C--------- καί
ἐδεήθη VCI-API3S- δέω
πρὸς P--------- πρός
τῇ RA--DSF--- ὁ
θυρίδι N3D-DSF--- θυρίς
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
εὐλογητὸς A1--NSM--- εὐλογητός
εἶ V9--PAI2S- εἰμί
κύριε N2--VSM--- κύριος
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
μου RP--GS---- ἐγώ
καὶ C--------- καί
εὐλογητὸν A1--NSN--- εὐλογητός
τὸ RA--NSN--- ὁ
ὄνομά N3M-NSN--- ὄνομα
σου RP--GS---- σύ
τὸ RA--NSN--- ὁ
ἅγιον A1A-NSN--- ἅγιος
καὶ C--------- καί
ἔντιμον A1B-NSN--- ἔντιμος
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
αἰῶνας N3W-APM--- αἰών
εὐλογήσαισάν VA--AAO3P- εὐλογέω
σε RP--AS---- σύ
πάντα A3--NPN--- πᾶς
τὰ RA--NPN--- ὁ
ἔργα N2N-NPN--- ἔργον
σου RP--GS---- σύ
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
αἰῶνα N3W-ASM--- αἰών

Tob 3:12
καὶ C--------- καί
νῦν D--------- νῦν
κύριε N2--VSM--- κύριος
τοὺς RA--APM--- ὁ
ὀφθαλμούς N2--APM--- ὀφθαλμός
μου RP--GS---- ἐγώ
καὶ C--------- καί
τὸ RA--ASN--- ὁ
πρόσωπόν N2N-ASN--- πρόσωπον
μου RP--GS---- ἐγώ
εἰς P--------- εἰς
σὲ RP--AS---- σύ
δέδωκα VX--XAI1S- δίδωμι

Tob 3:13
εἰπὸν VBI-AAI3P- εἶπον
ἀπολῦσαί VA--AAN--- λύω ἀπο
με RP--AS---- ἐγώ
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
καὶ C--------- καί
μὴ D--------- μή
ἀκοῦσαί VA--AAN--- ἀκούω
με RP--AS---- ἐγώ
μηκέτι D--------- μηκέτι
ὀνειδισμόν N2--ASM--- ὀνειδισμός

Tob 3:14
σὺ RP--NS---- σύ
γινώσκεις V1--PAI2S- γιγνώσκω
κύριε N2--VSM--- κύριος
ὅτι C--------- ὅτι
καθαρά A1A-NSF--- καθαρός
εἰμι V9--PAI1S- εἰμί
ἀπὸ P--------- ἀπό
πάσης A1S-GSF--- πᾶς
ἁμαρτίας N1A-GSF--- ἁμαρτία
ἀνδρὸς N3--GSM--- ἀνήρ

Tob 3:15
καὶ C--------- καί
οὐκ D--------- οὐ
ἐμόλυνα VAI-AAI1S- μολύνω
τὸ RA--ASN--- ὁ
ὄνομά N3M-ASN--- ὄνομα
μου RP--GS---- ἐγώ
οὐδὲ C--------- οὐδέ
τὸ RA--ASN--- ὁ
ὄνομα N3M-ASN--- ὄνομα
τοῦ RA--GSM--- ὁ
πατρός N3--GSM--- πατήρ
μου RP--GS---- ἐγώ
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
τῆς RA--GSF--- ὁ
αἰχμαλωσίας N1A-GSF--- αἰχμαλωσία
μου RP--GS---- ἐγώ
μονογενής N3--NSF--- μονογενής
εἰμι V9--PAI1S- εἰμί
τῷ RA--DSM--- ὁ
πατρί N3--DSM--- πατήρ
μου RP--GS---- ἐγώ
καὶ C--------- καί
οὐχ D--------- οὐ
ὑπάρχει V1--PAI3S- ἄρχω ὑπο
αὐτῷ RD--DSM--- αὐτός
παιδίον N2N-ASN--- παιδίον
ὃ RR--NSM--- ὅς
κληρονομήσει VF--FAI3S- κληρονομέω
αὐτόν RD--ASM--- αὐτός
οὐδὲ C--------- οὐδέ
ἀδελφὸς N2--NSM--- ἀδελφός
ἐγγὺς D--------- ἐγγύς
οὐδὲ C--------- οὐδέ
ὑπάρχων V1--PAPNSM ἄρχω ὑπο
αὐτῷ RD--DSM--- αὐτός
υἱός N2--NSM--- υἱός
ἵνα C--------- ἵνα
συντηρήσω VA--AAS1S- τηρέω συν
ἐμαυτὴν RD--ASF--- ἐμαυτοῦ
αὐτῷ RD--DSM--- αὐτός
γυναῖκα N3K-ASF--- γυνή
ἤδη D--------- ἤδη
ἀπώλοντό VBI-AMI3P- ὀλλύω ἀπο
μοι RP--DS---- ἐγώ
ἑπτά M--------- ἑπτά
ἵνα C--------- ἵνα
τί RI--ASN--- τίς
μοι RP--DS---- ἐγώ
ζῆν V3--PAN--- ζάω
καὶ C--------- καί
εἰ C--------- εἰ
μὴ D--------- μή
δοκεῖ V2--PAI3S- δοκέω
σοι RP--DS---- σύ
ἀποκτεῖναί VA--AAN--- κτείνω ἀπο
με RP--AS---- ἐγώ
ἐπίταξον VA--AAD2S- τάσσω ἐπι
ἐπιβλέψαι VA--AAN--- βλέπω ἐπι
ἐπ' P--------- ἐπί
ἐμὲ RP--AS---- ἐγώ
καὶ C--------- καί
ἐλεῆσαί VA--AAN--- ἐλεέω
με RP--AS---- ἐγώ
καὶ C--------- καί
μηκέτι D--------- μηκέτι
ἀκοῦσαί VA--AAN--- ἀκούω
με RP--AS---- ἐγώ
ὀνειδισμόν N2--ASM--- ὀνειδισμός

Tob 3:16
καὶ C--------- καί
εἰσηκούσθη VCI-API3S- ἀκούω εἰς
ἡ RA--NSF--- ὁ
προσευχὴ N1--NSF--- προσευχή
ἀμφοτέρων A1A-GPM--- ἀμφότεροι
ἐνώπιον D--------- ἐνώπιον
τῆς RA--GSF--- ὁ
δόξης N1S-GSF--- δόξα
τοῦ RA--GSM--- ὁ
μεγάλου A1--GSM--- μέγας
Ραφαηλ N---GSM--- Ραφαηλ

Tob 3:17
καὶ C--------- καί
ἀπεστάλη VDI-API3S- στέλλω ἀπο
ἰάσασθαι VA--AMN--- ἰάομαι
τοὺς RA--APM--- ὁ
δύο M---ADM--- δύο
τοῦ RA--GSM--- ὁ
Τωβιτ N---GSM--- Τωβιτ
λεπίσαι VA--AAN--- λεπίζω
τὰ RA--APN--- ὁ
λευκώματα N3M-APN--- λεύκωμα
καὶ C--------- καί
Σαρραν N---ASF--- Σαρραν
τὴν RA--ASF--- ὁ
τοῦ RA--GSM--- ὁ
Ραγουηλ N---GSM--- Ραγουηλ
δοῦναι VO--AAN--- δίδωμι
Τωβια N1T-DSM--- Τωβείας
τῷ RA--DSM--- ὁ
υἱῷ N2--DSM--- υἱός
Τωβιτ N---GSM--- Τωβιτ
γυναῖκα N3K-ASF--- γυνή
καὶ C--------- καί
δῆσαι VA--AAN--- δέω
Ασμοδαυν N---ASN--- Ἀσμοδαῖος
τὸ RA--ASN--- ὁ
πονηρὸν A1A-ASM--- πονηρός
δαιμόνιον N2N-ASN--- δαιμόνιον
διότι C--------- διότι
Τωβια N1T-DSM--- Τωβείας
ἐπιβάλλει V1--PAI3S- βάλλω ἐπι
κληρονομῆσαι VA--AAN--- κληρονομέω
αὐτήν RD--ASF--- αὐτός
ἐν P--------- ἐν
αὐτῷ RD--DSM--- αὐτός
τῷ RA--DSM--- ὁ
καιρῷ N2--DSM--- καιρός
ἐπιστρέψας VA--AAPNSM στρέφω ἐπι
Τωβιτ N---NSM--- Τωβιτ
εἰσῆλθεν VBI-AAI3S- ἔρχομαι εἰς
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
Σαρρα N---NSF--- Σαρρα
ἡ RA--NSF--- ὁ
τοῦ RA--GSM--- ὁ
Ραγουηλ N---GSM--- Ραγουηλ
κατέβη VZI-AAI3S- βαίνω κατα
ἐκ P--------- ἐκ
τοῦ RA--GSN--- ὁ
ὑπερῴου N2N-GSN--- ὑπερῷον
αὐτῆς RD--GSF--- αὐτός

Tob 4:1
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἐκείνῃ RD--DSF--- ἐκεῖνος
ἐμνήσθη VSI-API3S- μιμνήσκω
Τωβιτ N---NSM--- Τωβιτ
περὶ P--------- περί
τοῦ RA--GSN--- ὁ
ἀργυρίου N2N-GSN--- ἀργύριον
οὗ RR--GSN--- ὅς
παρέθετο VEI-AMI3S- τίθημι παρα
Γαβαηλ N---DSM--- Γαβαηλ
ἐν P--------- ἐν
Ῥάγοις N---DS---- Ῥάγοι
τῆς RA--GSF--- ὁ
Μηδίας N---GSF--- Μηδία

Tob 4:2
καὶ C--------- καί
εἶπεν VBI-AAI3S- εἶπον
ἐν P--------- ἐν
ἑαυτῷ RD--DSM--- ἑαυτοῦ
ἐγὼ RP--NS---- ἐγώ
ᾐτησάμην VAI-AMI1S- αἰτέω
